ISIN,Instrument Name,Industry,Security Code,Security Id,Status,Group,Face Value,Instrument
INE831A01028,MIRC ELECTRONICS LTD.,Consumer Electronics,500279,MIRCELECTR,Active,B,1,Equity
INE485A01015,CENTURY ENKA LTD.,Textiles,500280,CENTENKA,Active,B,10,Equity
NA,MODERN SYNTEX (INDIA) LTD.,Textiles,500281,MDRNSYN-B,Suspended,P,10,Equity
NA,MODERN THREADS (INDIA) LTD.,Textiles,500282,MDRNTHR-B,Suspended,P,10,Equity
NA,MODERN TERRY TOWELS LTD.,Textiles,500283,MDTERYT-B,Suspended,P,10,Equity
INE846D01012,LORDS CHLORO ALKALI LTD.,Commodity Chemicals,500284,LORDSCHLO,Active,XT,10,Equity
INE285B01017,SPICEJET LTD.,Airlines,500285,SPICEJET,Active,A,10,Equity
INE407C01015,MONTARI INDUSTRIES LTD.,Agrochemicals,500286,MONTA,Delisted,Z,10,Equity
INE083A01026,MOREPEN LABORATORIES LTD.,Pharmaceuticals,500288,MOREPENLAB,Active,B,2,Equity
INF063A01019,MORGAN STANLEY GROWTH FUND,,500289,MSGF,Delisted,B,10,Equity
INE883A01011,MRF LTD.,Auto Tyres & Rubber Products,500290,MRF,Active,A,10,Equity
INE578A01017,HEIDELBERGCEMENT INDIA LTD.,Cement & Cement Products,500292,HEIDELBERG,Active,A,10,Equity
NA,MYSORE KIRLOSKAR LTD.,,500293,MYSRKIR-B,Delisted,Z,10,Equity
INE868B01028,NCC Limited,Construction & Engineering,500294,NCC,Active,A,2,Equity
INE205A01025,Vedanta Limited,Zinc,500295,VEDL,Active,A,1,Equity
INE290A01027,NAHAR SPINNING MILLS LTD.,Textiles,500296,NAHARSPING,Active,B,5,Equity
INE139A01018,NATAL,,500297,NATAL,Delisted,Z,10,Equity
INE585A01020,NATIONAL PEROXIDE LTD.,Commodity Chemicals,500298,NATPEROX,Active,B,10,Equity
INE047A01021,GRASIM INDUSTRIES LTD.,Cement & Cement Products,500300,GRASIM,Active,A,2,Equity
INE588A01016,NEPC INDIA LTD.,Heavy Electrical Equipment,500301,NEPCMICON,Delisted,Z,10,Equity
INE140A01024,PIRAMAL ENTERPRISES LTD.,Pharmaceuticals,500302,PEL,Active,A,2,Equity
INE069A01017,ADITYA BIRLA NUVO LTD.,Diversified,500303,ABIRLANUVO,Delisted,B,10,Equity
INE161A01038,NIIT LTD.,IT Training Services,500304,NIITLTD,Active,B,2,Equity
INE136A01022,JSW ISPAT STEEL LTD.,Iron & Steel/Interm.Products,500305,JSWISPAT,Delisted,B,10,Equity
INE903A01025,JAYKAY ENTERPRISES LTD.,Finance (including NBFCs),500306,JAYKAY,Active,X,1,Equity
INE910A01012,NIRLON LTD.,Misc.Commercial Services,500307,NIRLON,Active,B,10,Equity
INE091A01029,NIRMA LTD.,,500308,NIRMA,Delisted,B,5,Equity
NA,NOVA ELECTRO MAGNETICS LTD.,,500309,NOVAEL-,Delisted,Z,10,Equity
INE460B01016,NOVOPAN INDUSTRIES LTD.,Forest Products,500310,NOVOPANIND,Delisted,B,10,Equity
INE946A01016,NUCHEM LTD.,Forest Products,500311,NUCHEM,Delisted,T,10,Equity
INE213A01029,OIL AND NATURAL GAS CORPORATION LTD.,Exploration & Production,500312,ONGC,Active,A,5,Equity
INE591A01010,OIL COUNTRY TUBULAR LTD.,Oil Equipment & Services,500313,OILCOUNTUB,Active,B,10,Equity
INE750A01020,ORIENTAL HOTELS LTD.,Hotels,500314,ORIENTHOT,Active,B,1,Equity
INE141A01014,ORIENTAL BANK OF COMMERCE,Banks,500315,ORIENTBANK,Active,A,10,Equity
INE142A01012,OSWAL AGRO MILLS LTD.,Investment Companies,500317,OSWALAGRO,Active,B,10,Equity
INE716C01027,OSWAL SPINNING & WEAVING MILLS LTD.,Textiles,500318,OSSWM,Delisted,Z,1,Equity
INE557C01017,INDIAN SUCROSE LTD.,Sugar,500319,INDSUCR,Active,X,10,Equity
INE114B01019,PADMINI TECHNOLOGIES LTD.,Comm.Trading  & Distribution,500321,PADMINIT,Delisted,XD,10,Equity
INE167E01029,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,Cement & Cement Products,500322,PANCM,Active,X,10,Equity
INE598A01015,PAREKH PLATINUM LTD.,Other Apparels & Accessories,500323,PAREKHPLAT,Delisted,T,10,Equity
INE002A01018,RELIANCE INDUSTRIES LTD.,Integrated Oil & Gas,500325,RELIANCE,Active,A,10,Equity
,PATHEJA FORGINGS & AUTO PARTS MANUFACTURERS LTD.,Other Industrial Products,500326,PATHEJA-B,Delisted,P,10,Equity
INE600A01035,Pil Italica Lifestyle Ltd,Plastic Products,500327,PILITA,Active,T,1,Equity
,PENTAFOUR PRODUCTS LTD.,Consumer Electronics,500328,PENTFOR-B,Delisted,P,10,Equity
INE202A01022,PENTAMEDIA GRAPHICS LTD.,Movies & Entertainment,500329,PENTAGRAPH,Active,X,1,Equity
INE301A01014,RAYMOND LTD.,Textiles,500330,RAYMOND,Active,A,10,Equity
INE318A01026,PIDILITE INDUSTRIES LTD.,Specialty Chemicals,500331,PIDILITIND,Active,A,1,Equity
NA,PITTIE CEMENTS & INDUSTRIES LTD.,,500332,PITICEM-B,Delisted,Z,10,Equity
INE751B01018,PIX TRANSMISSIONS LTD.,Auto Tyres & Rubber Products,500333,PIXTRANS,Active,X,10,Equity
NA,PREMIER VINYL FLOORING LTD.,Plastic Products,500334,PRMRVNY-B,Delisted,P,10,Equity
INE340A01012,BIRLA CORPORATION LTD.,Cement & Cement Products,500335,BIRLACORPN,Active,A,10,Equity
INE335A01012,SURYA ROSHNI LTD.,Diversified,500336,SURYAROSNI,Active,B,10,Equity
INE032B01021,PRIME SECURITIES LTD.,Other Financial Services,500337,PRIMESECU,Active,B,5,Equity
INE010A01011,Prism Johnson Ltd,Cement & Cement Products,500338,PRSMJOHNSN,Active,B,10,Equity
INE855B01025,Rain Industries Ltd,Petrochemicals,500339,RAIN,Active,B,2,Equity
INE076A01012,ITC BHADRACHALAM PAPERBOARDS LTD.,,500340,ITBHPDM,Delisted,B,10,Equity
NA,PRUDENTIAL CAPITAL MARKETS LTD.,,500341,PRUDCAP-BDM,Delisted,Z,10,Equity
INE024D01016,PRUDENTIAL SUGAR CORPORATION LTD.,Sugar,500342,PRUDMOULI,Delisted,XD,10,Equity
INE606A01024,AMJ Land Holdings Ltd,Realty,500343,AMJLAND,Active,B,2,Equity
INE170A01013,PUNJAB TRACTORS LTD.,,500344,PUNJABTRAC,Delisted,B,10,Equity
NA,PPOWER-,,500345,PPOWER-,Delisted,Z,10,Equity
INE609A01010,PUNJAB COMMUNICATIONS LTD.,Telecom Equipment,500346,PUNJCOMMU,Active,B,10,Equity
INE181A01010,PUNJAB WIRELESS SYSTEMS LTD.,,500347,PUNWRDM,Delisted,B,10,Equity
NA,QUALITY STEEL & FORGINGS LTD.,,500348,QLTYSTL,Delisted,Z,10,Equity
INE231A01013,RASIC,,500349,RASIC,Delisted,Z,10,Equity
INE611A01016,RSWM LTD.,Textiles,500350,RSWM,Active,B,10,Equity
NA,RAJASTHAN POLYVIN TUBES LTD.,,500351,RAJPOTU,Delisted,Z,10,Equity
NA,RAJASTHAN TOOLS LTD.,,500352,RAJTOOL,Delisted,Z,10,Equity
NA,RAJINDER STEELS LTD.,,500353,RAJNSTL-B,Delisted,Z,10,Equity
INE562B01019,RAJSHREE SUGARS & CHEMICALS LTD.,Sugar,500354,RAJSREESUG,Active,B,10,Equity
INE613A01020,RALLIS INDIA LTD.,Agrochemicals,500355,RALLIS,Active,A,1,Equity
INE278B01020,SHREE RAMA NEWSPRINT LTD.,Paper & Paper Products,500356,RAMANEWS,Active,B,10,Equity
INE425E01013,RAMA PAPER MILLS LTD.,Paper & Paper Products,500357,RAMAPPR-B,Active,X,10,Equity
INE783A01013,RAMA PETROCHEMICALS LTD.,Finance (including NBFCs),500358,RAMAPETRO,Active,X,10,Equity
INE015A01028,RANBAXY LABORATORIES LTD.,Pharmaceuticals,500359,RANBAXY,Delisted,B,5,Equity
INE350D01015,RAPICUT CARBIDES LTD.,Industrial Machinery,500360,RAPICUT,Active,X,10,Equity
INE279B01028,RAS PROPACK LAMIPACK LTD.,Containers & Packaging,500361,RASPRO,Delisted,T,10,Equity
INE616A01023,RECRON SYNTHETICS LTD.,,500362,RECRON,Delisted,B,10,Equity
INE980C01011,REAL VALUE APPLIANCES LTD.,,500363,REVAP,Delisted,Z,10,Equity
INE014A01013,RELIANCE PETROLEUM LTD.,,500364,REPETDM,Delisted,B,10,Equity
INE731F01037,RMG Alloy Steel Limited,Iron & Steel/Interm.Products,500365,RMGALLOY,Active,X,6,Equity
INE293A01013,ROLTA INDIA LTD.,Internet Software & Services,500366,ROLTA,Active,B,10,Equity
INE642C01025,RUBFILA INTERNATIONAL LTD.,Auto Tyres & Rubber Products,500367,RUBFILA,Active,X,5,Equity
INE619A01027,RUCHI SOYA INDUSTRIES LTD.,Edible Oils,500368,RUCHISOYA,Active,T,2,Equity
INE621A01015,RPG TRANSMISSION LTD.,,500369,RPGTRANS,Delisted,B,10,Equity
INE924A01013,SALORA INTERNATIONAL LTD.,Comm.Trading  & Distribution,500370,SALORAINTL,Active,B,10,Equity
INE538C01017,SAMTEL INDIA LTD.,Consumer Electronics,500371,SAMTELIN,Suspended,Z,10,Equity
INE381A01016,SAMTEL COLOR LTD.,Consumer Electronics,500372,SAMTEL,Suspended,Z,10,Equity
INE221A01014,CLARIANT (INDIA) LTD.,,500373,CLARIANT,Delisted,B,10,Equity
INE624A01019,SANDVIK ASIA LTD.,,500374,SANAS,Delisted,B,100,Equity
INE146A01013,SANGHI POLYESTERS LTD.,Textiles,500375,SANGHIPOLY,Delisted,Z,10,Equity
INE275A01028,SATYAM COMPUTER SERVICES LTD.,IT Consulting & Software,500376,SATYAM,Delisted,A,2,Equity
INE157C01016,SHREEJI PHOSPHATE LTD.,Cement & Cement Products,500377,SHREEJIPHOS,Delisted,Z,10,Equity
INE324A01024,JINDAL SAW LTD.,Construction & Engineering,500378,JINDALSAW,Active,A,2,Equity
INE627A01012,SBI HOME FINANCE LTD.,Housing Finance,500379,SBIHOMEFIN,Suspended,B,10,Equity
INE786A01032,JK LAKSHMI CEMENT LTD.,Cement & Cement Products,500380,JKLAKSHMI,Active,A,5,Equity
,SBIMGNE-B,,500382,SBIMGNE-B,Delisted,Z,10,Equity
INE629A01018,BRABOURNE ENTERPRISES LTD.,Pharmaceuticals,500384,BRABOURNE,Delisted,T,10,Equity
INE626B01012,SHAMKEN SPINNERS LTD.,Textiles,500386,SHAMKNSPIN,Delisted,XT,10,Equity
INE070A01015,SHREE CEMENT LTD.,Cement & Cement Products,500387,SHREECEM,Active,A,10,Equity
INE970C01012,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Paper & Paper Products,500388,SKPMIL,Active,XT,10,Equity
INE368A01021,SILVERLINE TECHNOLOGIES LTD.,IT Software Products,500389,SILVERLINE,Suspended,XT,10,Equity
INE036A01016,RELIANCE INFRASTRUCTURE LTD.,Electric Utilities,500390,RELINFRA,Active,A,10,Equity
INE620A01025,SM DYECHEM LTD.,Commodity Chemicals,500391,SMDYECH,Delisted,X,10,Equity
,SOL PHARMACEUTICAL LTD.,,500393,SOLPHR--Z,Delisted,Z,10,Equity
INE161C01026,SOLID CARBIDE TOOLS LTD.,Other Industrial Goods,500394,SOLCT,Active,XT,1,Equity
INE001C01016,SOUTHERN HERBALS LTD.,,500395,SOUTHNHE,Delisted,B,10,Equity
INE675A01011,TATA SSL LTD.,,500396,TASSLDM,Delisted,B,100,Equity
INE902A01019,HENKEL SPIC INDIA LTD.,,500397,HENKELSPIC,Delisted,B,10,Equity
INE698D01017,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LTD.,,500398,GECAP,Delisted,B,10,Equity
INE629B01024,STEELCO GUJARAT LTD.,Iron & Steel/Interm.Products,500399,STEELCO,Active,XT,10,Equity
INE245A01021,TATA POWER CO.LTD.,Electric Utilities,500400,TATAPOWER,Active,A,1,Equity
INE937A01023,SPML Infra Limited,Construction & Engineering,500402,SPMLINFRA,Active,B,2,Equity
INE387A01021,SUNDRAM FASTENERS LTD.,Auto Parts & Equipment,500403,SUNDRMFAST,Active,A,1,Equity
INE947A01014,SUNFLAG IRON & STEEL CO.LTD.,Iron & Steel/Interm.Products,500404,SUNFLAG,Active,B,10,Equity
INE663A01017,SUPREME PETROCHEM LTD.,Petrochemicals,500405,SUPPETRO,Active,B,10,Equity
INE780B01017,SURYA AGROILS LTD.,Edible Oils,500406,SURYAGRO,Delisted,B,10,Equity
INE277A01016,SWARAJ ENGINES LTD.,Auto Parts & Equipment,500407,SWARAJENG,Active,B,10,Equity
INE670A01012,TATA ELXSI LTD.,IT Software Products,500408,TATAELXSI,Active,A,10,Equity
INE246A01011,TATA HYDRO ELECTRIC POWER SUPPLY CO.LTD.,,500409,TAHYDDM,Delisted,B,10,Equity
INE012A01025,ACC LTD.,Cement & Cement Products,500410,ACC,Active,A,10,Equity
INE152A01029,THERMAX LTD.,Heavy Electrical Equipment,500411,THERMAX,Active,A,2,Equity
INE338A01024,THIRUMALAI CHEMICALS LTD.,Commodity Chemicals,500412,TIRUMALCHM,Active,B,1,Equity
INE332A01027,THOMAS COOK (INDIA) LTD.,Travel Support Services,500413,THOMASCOOK,Active,A,1,Equity
INE064A01026,TIMEX GROUP INDIA LTD.,Other Apparels & Accessories,500414,TIMEX,Active,X,1,Equity
NA,TISCSPN-B,,500415,TISCSPN-B,Delisted,Z,300,Equity
INE824A01023,TITAGARH STEELS LTD.,Other Industrial Products,500416,TITAGRST,Delisted,T,10,Equity
NA,TITAN ALLOYS LTD.,,500417,TITANAL,Delisted,Z,10,Equity
INE932C01012,TOKYO PLAST INTERNATIONAL LTD.,Plastic Products,500418,TOKYOPLAST,Active,B,10,Equity
INE051C01011,TOLANI BULK CARRIERS LTD.,,500419,TOLANDM,Delisted,B,10,Equity
INE685A01028,TORRENT PHARMACEUTICALS LTD.,Pharmaceuticals,500420,TORNTPHARM,Active,A,5,Equity
INE578C01021,TPI INDIA LTD.,Containers & Packaging,500421,TPINDIA,Active,XT,1,Equity
INE019B01010,TRANSCHEM LTD.,Pharmaceuticals,500422,TRANSCHEM,Active,X,10,Equity
INE380A01018,TVS ELECTRONICS LTD.,,500423,TVSEL,Delisted,B,10,Equity
INE106A01017,TVSSZDM,,500424,TVSSZDM,Delisted,B,10,Equity
INE079A01024,AMBUJA CEMENTS LTD.,Cement & Cement Products,500425,AMBUJACEM,Active,A,2,Equity
INE184E01024,UTL Industries Limited,Realty,500426,UTLINDS,Active,X,1,Equity
INE146B01011,UNIFLEX CABLES LTD.,Other Elect.Equip./ Prod.,500427,UNIFLEX,Delisted,B,10,Equity
NA,UNIPLAS INDIA LTD.,,500428,UNIPLAS,Delisted,Z,10,Equity
INE037A01022,UNIPHOS ENTERPRISES LTD.,Comm.Trading  & Distribution,500429,UNIPHOS,Active,B,2,Equity
INE165A01013,UNITED WESTERN BANK LTD.,,500430,UNITEDWESTB,Delisted,B,10,Equity
INE068A01019,USHA (INDIA) LTD.,Comm.Trading  & Distribution,500431,USHAINDIA,Delisted,Z,10,Equity
INE150A01015,USHA ISPAT LTD.,Iron & Steel/Interm.Products,500432,USHAISPAT,Delisted,XD,10,Equity
INF189A01079,UTIGN,,500433,UTIGN,Delisted,Z,10,Equity
INF189A01053,MSTGN,,500434,MSTGN,Delisted,Z,10,Equity
NA,UMI SPECIAL STEEL LTD.,,500435,UMISPST,Delisted,Z,10,Equity
NA,UGS- 2000-OPEN ENDED,,500436,UTI2000-B,Delisted,Z,10,Equity
NA,UGS-5000-OPEN ENDED,,500437,UTI5000-B,Delisted,Z,10,Equity
INE978B01017,VAJRA BEARINGS LTD.,Industrial Machinery,500438,VAJRABE,Delisted,X,10,Equity
INE701A01023,VARDHMAN HOLDINGS LTD.,Finance (including NBFCs),500439,VHL,Active,B,10,Equity
INE038A01020,HINDALCO INDUSTRIES LTD.,Aluminium,500440,HINDALCO,Active,A,1,Equity
NA,VIRAL FILAMENTS LTD.,,500442,VIRALFL-BDM,Delisted,Z,10,Equity
INE057A01012,WARTSILA INDIA LTD.,,500443,WARTSILA,Delisted,B,10,Equity
INE976A01021,WEST COAST PAPER MILLS LTD.,Paper & Paper Products,500444,WSTCSTPAPR,Active,B,2,Equity
INE249A01015,INDIAN ALUMINIUM CO.LTD.,,500445,INDAL,Delisted,B,10,Equity
INE198A01014,CAROL INFO SERVICES LTD.,Misc.Commercial Services,500446,CAROL,Delisted,B,10,Equity
NA,YOGI PHARMACY LTD.,,500447,YOGIPHA,Delisted,Z,10,Equity
INE550A01016,HINDUSTAN DEVELOPMENT CORPORATION LTD.,Diversified,500448,HINDC,Delisted,Z,10,Equity
INE048A01011,HINDUSTAN ORGANIC CHEMICALS LTD.,Commodity Chemicals,500449,HOCL,Active,B,10,Equity
INE844C01027,MPIL CORPORATION LTD.,Other Financial Services,500450,MPILCORPL,Active,X,10,Equity
INE01OU01016,MODERN DENIM LTD.,Textiles,500451,MDRNSUT-B,Suspended,XT,10,Equity
INE587A01018,NEPC AGRO FOODS LTD.,Tea & Coffee,500452,NEPCAGRO,Delisted,XD,10,Equity
NA,PAAM PHARMACEUTICALS (DELHI) LTD.,,500455,PAAMPHR-B,Delisted,Z,10,Equity
INE818B01023,PASUPATI ACRYLON LTD.,Fibres & Plastics,500456,PASUPTAC,Active,X,10,Equity
NA,PENTAFOUR SOLEC TECHNOLOGY LTD.,Electric Utilities,500457,PNTASOL-B,Delisted,P,10,Equity
INE601A01017,Kore Foods Ltd,Photographic Products,500458,KORE,Suspended,XT,10,Equity
INE179A01014,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Personal Products,500459,PGHH,Active,A,10,Equity
INE304A01026,MUKAND LTD.,Iron & Steel/Interm.Products,500460,MUKANDLTD,Active,B,10,Equity
INE639A01017,SIV INDUSTRIES LTD.,,500462,SIV,Delisted,B,10,Equity
INE676A01019,AGC Networks Limited,IT Consulting & Software,500463,AGCNET,Active,B,10,Equity
INE139B01016,UCAL FUEL SYSTEMS LTD.,Auto Parts & Equipment,500464,UCALFUEL,Active,B,10,Equity
INE702A01013,VARUN SHIPPING CO.LTD.,Shipping,500465,VARUNSHIP,Suspended,Z,10,Equity
NA,STERLING HOLIDAY FINANCIAL SERVICES LTD.,Finance (including NBFCs),500466,STERHFN,Delisted,P,10,Equity
INE544A01019,HARRISONS MALAYALAM LTD.,Auto Tyres & Rubber Products,500467,HARRMALAYA,Active,B,10,Equity
NA,WESTERN PAQUES (INDIA) LTD.,,500468,WESTPAQ-B,Delisted,Z,10,Equity
INE171A01029,FEDERAL BANK LTD.,Banks,500469,FEDERALBNK,Active,A,2,Equity
INE081A01012,TATA STEEL LTD.,Iron & Steel/Interm.Products,500470,TATASTEEL,Active,A,10,Equity
INE640A01023,SKF India Ltd,Other Industrial Goods,500472,SKFINDIA,Active,A,10,Equity
INE208A01029,ASHOK LEYLAND LTD.,Commercial Vehicles,500477,ASHOKLEY,Active,A,1,Equity
INE298A01020,CUMMINS INDIA LTD.,Industrial Machinery,500480,CUMMINSIND,Active,A,2,Equity
INE151A01013,TATA COMMUNICATIONS LTD.,Telecom - Alternate Carriers,500483,TATACOMM,Active,A,10,Equity
INE358A01014,ABBOTT INDIA LTD.,Pharmaceuticals,500488,ABBOTINDIA,Active,A,10,Equity
INE118A01012,BAJAJ HOLDINGS & INVESTMENT LTD.,Holding Companies,500490,BAJAJHLDNG,Active,A,10,Equity
INE465A01025,BHARAT FORGE LTD.,Other Industrial Products,500493,BHARATFORG,Active,A,2,Equity
INE042A01014,ESCORTS LTD.,Commercial Vehicles,500495,ESCORTS,Active,A,10,Equity
INE253A01025,HINDUSTAN MOTORS LTD.,Cars & Utility Vehicles,500500,HINDMOTORS,Active,B,5,Equity
INE018A01030,LARSEN & TOUBRO LTD.,Construction & Engineering,500510,LT,Active,A,2,Equity
INE101A01026,MAHINDRA & MAHINDRA LTD.,Cars & Utility Vehicles,500520,M&M,Active,A,5,Equity
INE323A01026,BOSCH LTD.,Auto Parts & Equipment,500530,BOSCHLTD,Active,A,10,Equity
INE342A01018,PREMIER LTD.,Industrial Machinery,500540,PREMIER,Active,B,10,Equity
INE029A01011,BHARAT PETROLEUM CORPORATION LTD.,Refineries/ Petro-Products,500547,BPCL,Active,A,10,Equity
INE003A01024,SIEMENS LTD.,Heavy Electrical Equipment,500550,SIEMENS,Active,A,2,Equity
INE319A01016,PHILIPS INDIA LTD.,,500560,PEICO,Delisted,B,10,Equity
INE155A01022,TATA MOTORS LTD.,Commercial Vehicles,500570,TATAMOTORS,Active,A,2,Equity
INE226A01021,VOLTAS LTD.,Consumer Electronics,500575,VOLTAS,Active,A,1,Equity
INE017A01032,GREAT EASTERN SHIPPING CO.LTD.,Shipping,500620,GESHIP,Active,A,10,Equity
INE127A01021,ESSAR STEEL LTD.,,500627,ESSARSTEEL,Delisted,B,10,Equity
INE282A01024,ESSAR PORTS LTD.,Marine Port & Services,500630,ESSARPORTS,Delisted,B,10,Equity
INE501A01019,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Commodity Chemicals,500645,DEEPAKFERT,Active,A,10,Equity
INE266A01019,SMITHKLINE BEECHAM PHARMACEUTICALS LTD.,,500647,SMIPHDM,Delisted,B,10,Equity
INE369A01029,EXCEL INDUSTRIES LTD.,Specialty Chemicals,500650,EXCELINDUS,Active,B,5,Equity
INE291A01017,GARWARE POLYESTER LTD.,Commodity Chemicals,500655,GARWARPOLY,Active,X,10,Equity
INE159A01016,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Pharmaceuticals,500660,GLAXO,Active,A,10,Equity
INE113A01013,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Fertilizers,500670,GNFC,Active,A,10,Equity
INE234A01025,NOVARTIS INDIA LTD.,Pharmaceuticals,500672,NOVARTIND,Active,B,5,Equity
INE058A01010,Sanofi India Ltd,Pharmaceuticals,500674,SANOFI,Active,A,10,Equity
INE264A01014,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Packaged Foods,500676,GSKCONS,Active,A,10,Equity
INE254A01015,PARKE DAVIS (INDIA) LTD.,,500677,PARKD,Delisted,B,10,Equity
INE182A01018,PFIZER LTD.,Pharmaceuticals,500680,PFIZER,Active,A,10,Equity
INE026A01025,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Fertilizers,500690,GSFC,Active,A,2,Equity
INE030A01027,HINDUSTAN UNILEVER LTD.,Personal Products,500696,HINDUNILVR,Active,A,1,Equity
INE133A01011,Akzo Nobel India Limited,Furniture-Furnishing-Paints,500710,AKZOINDIA,Active,B,10,Equity
INE564A01017,FUTURA POLYESTERS LTD.,Textiles,500720,FUTURAPOLY,Suspended,XT,10,Equity
INE022A01016,INDO GULF CORPORATION LTD.,,500723,IGLCRDM,Delisted,B,10,Equity
INE163A01018,NOCIL LTD.,Specialty Chemicals,500730,NOCIL,Active,A,10,Equity
INE274A01013,RECKITT BENCKISER (INDIA) LTD.,,500750,RCKBEDM,Delisted,B,10,Equity
INE147A01011,SOUTHERN PETROCHEMICALS LTD.,,500758,SPIC,Delisted,T,10,Equity
INE092A01019,TATA CHEMICALS LTD.,Commodity Chemicals,500770,TATACHEM,Active,A,10,Equity
INE148A01019,TAMILNADU PETROPRODUCTS LTD.,Commodity Chemicals,500777,TNPETRO,Active,B,10,Equity
INE217A01012,ZUARI GLOBAL LTD.,Fertilizers,500780,ZUARIGLOB,Active,B,10,Equity
INE239A01016,NESTLE INDIA LTD.,Packaged Foods,500790,NESTLEIND,Active,A,10,Equity
INE184A01014,CADBURY INDIA LTD.,,500793,CADBRDM,Delisted,B,10,Equity
INE192A01025,Tata Global Beverages Limited,Tea & Coffee,500800,TATAGLOBAL,Active,A,1,Equity
INE021A01026,ASIAN PAINTS LTD.,Furniture-Furnishing-Paints,500820,ASIANPAINT,Active,A,1,Equity
INE216A01030,BRITANNIA INDUSTRIES LTD.,Packaged Foods,500825,BRITANNIA,Active,A,1,Equity
INE259A01022,COLGATE-PALMOLIVE (INDIA) LTD.,Personal Products,500830,COLPAL,Active,A,1,Equity
INE230A01023,EIH LTD.,Hotels,500840,EIHOTEL,Active,A,2,Equity
INE053A01029,INDIAN HOTELS CO.LTD.,Hotels,500850,INDHOTEL,Active,A,1,Equity
INE172A01027,CASTROL INDIA LTD.,Oil Marketing & Distribution,500870,CASTROLIND,Active,A,5,Equity
INE123A01012,KOCHI REFINERIES LTD.,,500873,KOCHIREF,Delisted,B,10,Equity
INE154A01025,ITC LTD.,Cigarettes-Tobacco Products,500875,ITC,Active,A,1,Equity
INE438A01022,APOLLO TYRES LTD.,Auto Tyres & Rubber Products,500877,APOLLOTYRE,Active,A,1,Equity
INE482A01020,CEAT LTD.,Auto Tyres & Rubber Products,500878,CEATLTD,Active,A,10,Equity
INE575A01013,JAI PRAKASH INDUSTRIES LTD.,,500888,JAIPRAKASH,Delisted,B,10,Equity
INE832A01018,MODI RUBBER LTD.,Auto Tyres & Rubber Products,500890,MODIRUBBER,Active,T,10,Equity
INE268A01049,STERLITE INDUSTRIES (INDIA) LTD.,Copper,500900,STERLITEIND,Delisted,A,1,Equity
INE183A01016,FINOLEX INDUSTRIES LTD.,Plastic Products,500940,FINOLEXIND,Active,A,10,Equity
INE352A01017,VALUE INDUSTRIES LTD.,Household Appliances,500945,VALUEIND,Suspended,Z,10,Equity
INE341A01010,VIDEOCON INTERNATIONAL LTD.,,500947,VIDEOCONINT,Delisted,B,10,Equity
INE333A01025,WIMCO LTD.,,500950,WIMCO,Delisted,T,1,Equity
NA,SBIMG90-B,,500960,SBIMG90-B,Delisted,Z,10,Equity
INF189A01038,MASTERSHARES-86,,500999,MSTRSDM,Delisted,B,10,Equity
INE648A01026,STATE BANK OF BIKANER & JAIPUR,Banks,501061,SBBJ,Delisted,B,10,Equity
INE371U01015,SUNRISE INDUSTRIAL TRADERS LTD.,Other Financial Services,501110,SUNRINV,Active,XT,10,Equity
INE598F01014,GOLD ROCK INVESTMENTS LTD.,Comm.Trading  & Distribution,501111,ZGOLDINV,Suspended,Z,10,Equity
NA,MIPCO INVESTMENTS LTD.,,501115,ZMIPCOIN,Delisted,Z,10,Equity
NA,OCEANIC INVESTMENTS LTD.,,501125,ZOCEAINV,Delisted,Z,10,Equity
INE644U01015,PEOPLES INVESTMENTS LTD.,Misc.Commercial Services,501144,PEOPLIN,Active,XT,10,Equity
NA,BHAVI INVESTMENTS LTD.,Misc.Commercial Services,501146,ZBHAVIIN,Delisted,P,10,Equity
INE422D01012,DALAL STREET INVESTMENTS LTD.,Investment Companies,501148,DSINVEST,Active,XT,10,Equity
INE660C01027,CENTRUM CAPITAL LTD.,Other Financial Services,501150,CENTRUM,Active,A,1,Equity
INE524U01019,KARTIK INVESTMENTS TRUST LTD.,Other Financial Services,501151,KARTKIN,Suspended,XT,10,Equity
INE383D01016,ROSE INVESTMENTS LTD.,Other Financial Services,501154,ROSEI,Delisted,P,10,Equity
NA,ESSAR INVESTMENTS LTD.,Misc.Commercial Services,501156,ESSRINV,Suspended,P,10,Equity
NA,SURYODAYA INVESTMENT & TRADING COMPANY LTD.,Misc.Commercial Services,501178,ZSURYODI,Delisted,ZP,10,Equity
INE221D01018,OSCAR INVESTMENTS LTD.,Investment Companies,501179,OSCAR,Active,X,10,Equity
INE408E01027,MAESTROS MEDILINE SYSTEMS LTD.,Medical Equipment,501209,MAESTROM,Delisted,XT,10,Equity
INE876D01019,Bhagyodaya Infrastructure Development Ltd,Misc.Commercial Services,501233,BIDL,Delisted,P,10,Equity
